word,reading,meaning,example,type,category_id
能なしの口叩き,のうなしのくちたたき,実力のない者ほどよくしゃべるという皮肉。,能なしの口叩きにならぬよう、まず成果を出そう。,ことわざ,10
馬鹿は死ななきゃ治らない,ばかはしななきゃなおらない,どうしようもない性質は直らないという嘆き。,危険運転を続けるなんて、馬鹿は死ななきゃ治らない。,ことわざ,10
箸にも棒にもかからない,はしにもぼうにもかからない,全く取り扱いようがない。,根拠のない企画で箸にも棒にもかからない。,ことわざ,3
花は桜木人は武士,はなはさくらぎひとはぶし,物にはそれぞれ最も優れたものがあるというたとえ。,花は桜木人は武士、王道を目指そう。,ことわざ,11
早起きは三文の徳,はやおきはさんもんのとく,早起きには利益がある。,早起きは三文の徳、朝活で勉強した。,ことわざ,8
人の口に戸は立てられぬ,ひとのくちにとはたてられぬ,噂は防ぎようがない。,説明は尽くした。人の口に戸は立てられぬ。,ことわざ,10
日暮れて道遠し,ひくれてみちとおし,時間が少なく目的達成が難しいさま。,日暮れて道遠し、作業を明日に回した。,ことわざ,5
人を呪わば穴二つ,ひとをのろわばあなふたつ,人を害すれば自分にも返ってくるという戒め。,悪口は慎め。人を呪わば穴二つだ。,ことわざ,10
貧すれば鈍する,ひんすればどんする,貧乏すると知恵や気力が鈍る。,余裕がなくなると判断が鈍る。貧すれば鈍するだ。,ことわざ,7
人の噂も七十五日,ひとのうわさもしちじゅうごにち,世間の噂は長続きしない。,騒ぎもじきに収まる。人の噂も七十五日だ。,ことわざ,2
火のない所に煙は立たぬ,ひのないところにけむりはたたぬ,噂が立つのには何らかの原因がある。,調査してみよう。火のない所に煙は立たぬ。,ことわざ,3
美人薄命,びじんはくめい,美しい人は短命であるという俗説。,昔から美人薄命というが迷信だ。,ことわざ,11
瓔珞のごとし,ようらくのごとし,非常に美しいさまのたとえ。,彼女の舞は瓔珞のごとし。,ことわざ,11
仏作って魂入れず,ほとけつくってたましいいれず,肝心な点が欠けている。,機能はそろってもUXが悪い。仏作って魂入れずだ。,ことわざ,11
蒔いた種は自分で刈る,まいたたねはじぶんでかる,自分の行いの結果は自分で始末する。,失敗の後始末は自分で。蒔いた種は自分で刈る。,ことわざ,10
負うた子に教えられて浅瀬を渡る,おうたこにおしえられてあさせをわたる,未熟と思っていた相手に教えられるたとえ。,新人の視点に学んだ。負うた子に教えられて浅瀬を渡る。,ことわざ,3
負け惜しみを言う,まけおしみをいう,敗北を認めず言い訳をする。,負け惜しみを言わず次に備えよう。,ことわざ,4
的を射る,まとをいる,核心をつく。,彼の指摘は的を射ている。,ことわざ,3
見ぬが花,みぬがはな,実際より想像の方が美しい。,観光地は見ぬが花、写真のほうが良かった。,ことわざ,11
身の丈に合う,みのたけにあう,自分の実力や分相応に合っている。,身の丈に合う投資にとどめよう。,ことわざ,7
向こう三軒両隣,むこうさんげんりょうどなり,身近な近隣社会を指す言い方。,向こう三軒両隣で助け合う。,ことわざ,13
昔の名医今のやぶ医者,むかしのめいいまのやぶいしゃ,昔のやり方が通用しなくなっていること。,旧来の手法は通じない。昔の名医今のやぶ医者だ。,ことわざ,15
泣く子は餅を多くもらう,なくこはもちをおおくもらう,強く主張する者が得をしがち。,要望ははっきり言え。泣く子は餅を多くもらう。,ことわざ,10
習うより慣れよ,ならうよりなれよ,理屈より実地の経験で身につく。,英語は習うより慣れよ、話す環境を増やした。,ことわざ,3
成せば成る,なせばなる,やればできるという意気込み。,成せば成る、目標に挑もう。,ことわざ,12
七人の敵あり,ななにんのてきあり,世間には敵対する人が少なからずいる。,独立すれば七人の敵あり、覚悟が必要だ。,ことわざ,12
二歩進んで一歩下がる,にほすすんでいっぽさがる,進展と後退を繰り返しながら前進する。,改善は二歩進んで一歩下がるものだ。,ことわざ,15
憎まれ者世に憚る,にくまれものよにはばかる,憎まれるような者ほど勢いを得ることがある。,強引なやり方だが、憎まれ者世に憚る。,ことわざ,2
庭掃きは心掃き,にわはきはこころはき,身の回りを整えることは心を整えること。,朝の掃除で集中力が増す。庭掃きは心掃きだ。,ことわざ,8
糠に釘,ぬかにくぎ,手応えがないことのたとえ。,説得しても糠に釘だ。,ことわざ,2
濡れ手で粟,ぬれてであわ,苦労せずに大きな利益を得る。,濡れ手で粟の儲け話には注意だ。,ことわざ,7
念には念を入れよ,ねんにはねんをいれよ,用心深く重ねて確認せよ。,リリース前は念には念を入れよ。,ことわざ,5
取らぬ狸の皮算用,とらぬたぬきのかわざんよう,まだ手にしていない利益を当てにして計画を立てること。,契約前から設備を発注するのは取らぬ狸の皮算用だ。,ことわざ,10
失敗は成功のもと,しっぱいはせいこうのもと,失敗を教訓にすれば成功へ近づくという意味。,不具合から学び、失敗は成功のもとと捉えてプロセスを改善した。,ことわざ,14
三日坊主,みっかぼうず,長続きしないことのたとえ。,英語の勉強が三日坊主にならないよう、仲間と続ける仕組みを作った。,ことわざ,14
可愛い子には旅をさせよ,かわいいこにはたびをさせよ,子どもの成長のためには苦労を経験させるのがよいという教え。,留学を勧めたのは、可愛い子には旅をさせよの考えからだ。,ことわざ,10
瓜の蔓に茄子はならぬ,うりのつるになすはならぬ,原因に応じた結果しか生じないという道理。,準備不足で成果は望めない。瓜の蔓に茄子はならぬ。,ことわざ,10
隣の芝生は青い,となりのしばふはあおい,他人のものは自分のものよりよく見えるというたとえ。,転職先が良さそうでも、隣の芝生は青いかもしれない。,ことわざ,10
聞いて極楽見て地獄,きいてごくらくみてじごく,事前に聞いた話と実際が大きく異なること。,評判の店は聞いて極楽見て地獄で大行列だった。,ことわざ,4
針の穴から天を覗く,はりのあなからてんをのぞく,視野が狭いことのたとえ。,局所最適に偏り、針の穴から天を覗く議論になっていた。,ことわざ,3
虎の威を借る狐,とらのいをかるきつね,権力者の威光を借りて威張る小人物。,上司の名を盾にするのは虎の威を借る狐だ。,ことわざ,2
好事魔多し,こうずまおおし,良いことには邪魔が入りやすいという戒め。,受注直前にトラブル。好事魔多しだ。,ことわざ,4
二人三脚で進む,ににんさんきゃくですすむ,力を合わせて物事に取り組むこと。,開発と営業が二人三脚で進んだ。,ことわざ,13
旅は道連れ世は情け,たびはみちづれよはなさけ,旅は同行者が大切、世の中は思いやりが大切という意。,プロジェクトは旅は道連れ世は情け、仲間と助け合おう。,ことわざ,13
気は心,きはこころ,わずかな心遣いでも気持ちがこもっていれば価値がある。,小さな贈り物だが、気は心と思って受け取ってほしい。,ことわざ,2
目の前の一歩,めのまえのいっぽ,大事を成すにはまず目の前のことからという意。,改革は目の前の一歩。今日の改善を積み重ねる。,ことわざ,1
光陰矢の如し,こういんやのごとし,月日の経つのは早いというたとえ。,気づけば年度末。光陰矢の如しだ。,ことわざ,5
餌を与えて釣る,えさをあたえてつる,小さな利益を与えて大きな成果を得るたとえ。,無料トライアルで顧客を増やす。餌を与えて釣る戦略だ。,ことわざ,7
鳴かぬなら鳴くまで待とう,なかぬならなくまでまとう,焦らず時機を待つ姿勢。,交渉は鳴かぬなら鳴くまで待とうで粘った。,ことわざ,5
寝ても覚めても忘れない,ねてもさめてもわすれない,いつも気にかけているさま。,締切が近く、寝ても覚めても忘れない案件だ。,ことわざ,5
喉から手が出る,のどからてがでる,非常に欲しがるさま。,その技術は喉から手が出るほど欲しい。,ことわざ,7
備えあれば憂いなし,そなえあればうれいなし,前もって準備しておけば心配がない。,バックアップは備えあれば憂いなしだ。,ことわざ,5
藁にもすがる,わらにもすがる,窮地で頼りないものにもすがること。,藁にもすがる思いで専門家に相談した。,ことわざ,4
楽あれば苦あり,らくあればくあり,よいことがあれば悪いこともあるという世の常。,繁忙期はきついが、楽あれば苦ありだ。,ことわざ,14
瑠璃も玻璃も照らせば光る,るりもはりもてらせばひかる,優劣があるように見えても、それぞれの持ち味があるという意。,メンバーは多様だが、瑠璃も玻璃も照らせば光る。,ことわざ,11
帯刀して寝る,たいとうしてねる,いつでも行動できるよう備えていること。,障害対応は帯刀して寝るくらいの体制で臨む。,ことわざ,5
鵜の目鷹の目,うのめたかのめ,熱心に物事を探し求めるさま。,不具合の原因を鵜の目鷹の目で探した。,ことわざ,3
絵に描いた餅,えにかいたもち,計画だけで実現しないもの。,資金計画のない構想は絵に描いた餅だ。,ことわざ,4
縁の下から支える,えんのしたからささえる,人目につかない所で支えること。,運用チームが縁の下から支えている。,ことわざ,13
帯同は人を育てる,たいどうはひとをそだてる,経験に同行させることで成長を促すという意。,新人を出張に連れ、帯同は人を育てると実感した。,ことわざ,15
九死に一生を得る,きゅうしにいっしょうをえる,危機から辛うじて助かること。,交通事故で九死に一生を得た。,ことわざ,4
飼い犬に手を噛まれる,かいいぬにてをかまれる,日頃世話をしている者から害を受けること。,身内から反対され、飼い犬に手を噛まれた気分だ。,ことわざ,2
夜目遠目笠の内,よめとおめかさのうち,見え方次第で実際よりよく見えることがある。,試作は夜目遠目笠の内、本番で評価しよう。,ことわざ,11
弱音を吐く暇があれば動け,よわねをはくひまがあればうごけ,愚痴より行動が大事という励まし。,弱音を吐く暇があれば動け、とにかく一件電話した。,ことわざ,12
楽は苦の種苦は楽の種,らくはくのたねくはらくのたね,楽をすれば後で苦が来る、苦はやがて楽に通じるという教え。,今の努力は未来のため。楽は苦の種苦は楽の種だ。,ことわざ,14
忘れる頃にやって来る,わすれるころにやってくる,油断した頃に災いは起こるという戒め。,更新忘れが事故に。忘れる頃にやって来るものだ。,ことわざ,10
あぶは蜂の子,あぶははちのこ,危険なことは避けよという戒め。,怪しい投資話は近寄らない。あぶは蜂の子だ。,ことわざ,10
案ずるより産むが易し,あんずるよりうむがやすし,物事は実行してみると案外たやすい。,まず始めよう。案ずるより産むが易しだ。,ことわざ,12
千里の道も一歩から,せんりのみちもいっぽから,大事業も小さな第一歩から始まる。,毎日の筋トレ、千里の道も一歩からだ。,ことわざ,1
旅の恥はかき捨て,たびのはじはかきすて,旅先では知人もいないので体裁を気にするなという言い回し。,旅の恥はかき捨て、浴衣で街歩きした。,ことわざ,8
塚の上に家を建てるな,つかのうえにいえをたてるな,縁起の悪いことは避けよという教え。,過去の失敗に固執しても仕方ない。塚の上に家を建てるな。,ことわざ,10
月日は百代の過客,つきひははくたいのかかく,年月は旅人のようにたえず過ぎ去るという意。,月日は百代の過客、今を大切に生きたい。,ことわざ,5
出る杭は打たれる,でるくいはうたれる,目立つ者は妬みや反発を受けやすい。,改革案は出る杭は打たれるが、説明を尽くそう。,ことわざ,2
天は自ら助くる者を助く,てんはみずからたすくるものをたすく,自助努力する者には好機が訪れる。,天は自ら助くる者を助く、まず動こう。,ことわざ,12
灯台下暗し,とうだいもとくらし,身近なことほど気づきにくい。,原因は設定ファイル。灯台下暗しだった。,ことわざ,3
長い物には巻かれろ,ながいものにはまかれろ,強者に逆らわず従うのが得策ということ。,今回は長い物には巻かれろで妥協した。,ことわざ,2
憎まれっ子世にはばかる,にくまれっこよにはばかる,人に憎まれるような者ほど世間で勢力を持ちやすい。,彼の強引さは憎まれっ子世にはばかるだ。,ことわざ,2
寝ても覚めても,ねてもさめても,いつもそのことばかり考えているさま。,新企画のことで寝ても覚めても頭がいっぱいだ。,ことわざ,12
残り物には福がある,のこりものにはふくがある,最後に残ったものに意外な価値があること。,売れ残りの席が眺め抜群、残り物には福がある。,ことわざ,4
売り言葉に買い言葉,うりことばにかいことば,相手のきつい言葉に応じて言い返すこと。,売り言葉に買い言葉にならぬよう冷静に。,ことわざ,2
鰯の頭も信心から,いわしのあたまもしんじんから,信じる心があればつまらぬものでも尊く感じる。,習慣化アプリでも続けば効果大。鰯の頭も信心からだ。,ことわざ,10
浮き沈みは世の習い,うきしずみはよのならい,栄枯盛衰は世の常だということ。,売上には波がある。浮き沈みは世の習い。,ことわざ,14
雨が降ろうが風が吹こうが,あめがふろうがかぜがふこうが,どんな状況でも変わらず実行するさま。,雨が降ろうが風が吹こうが、朝ランは続ける。,ことわざ,1
雨晴れて笠を忘る,あめはれてかさをわする,危険が去ると用心を怠ること。,対策を外すのは早い。雨晴れて笠を忘るだ。,ことわざ,10
頭の上の蝿も追えぬ,あたまのうえのはえもおえぬ,自分のことも処理できない無能さをいう。,頭の上の蝿も追えぬうちは部下に指示できない。,ことわざ,10
当たって砕けろ,あたってくだけろ,失敗を恐れず思い切って挑戦せよ。,当たって砕けろで提案してみた。,ことわざ,12
雨後の筍,うごのたけのこ,物事が相次いで現れること。,同ジャンルのアプリが雨後の筍のように増えた。,ことわざ,14
馬の骨,うまのほね,素性の知れない者を軽蔑していう。,どこの馬の骨とも分からぬ相手とは取引しない。,ことわざ,2
餓鬼に蜜,がきにみつ,分不相応なものはかえって害になるという戒め。,初心者に高機能を渡すのは餓鬼に蜜だ。,ことわざ,10
聞くは一時の恥聞かぬは一生の恥,きくはいっときのはじきかぬはいっしょうのはじ,分からないことは素直に尋ねるべきだという教え。,仕様は聞くは一時の恥聞かぬは一生の恥だ。,ことわざ,3
清水の舞台から飛び降りる,きよみずのぶたいからとびおりる,思い切った決断をするたとえ。,清水の舞台から飛び降りる覚悟で起業した。,ことわざ,12
五十歩百歩,ごじっぽひゃっぽ,程度の差はあるが大差ないこと。,彼らの案は五十歩百歩だ。,ことわざ,3
最初が肝心,さいしょがかんじん,物事は出だしが重要である。,オンボーディングに時間を割くのは最初が肝心だからだ。,ことわざ,5
喧嘩両成敗,けんかりょうせいばい,争いを起こした双方を等しく処罰する。,社内トラブルは喧嘩両成敗とした。,ことわざ,10
事実は小説より奇なり,じじつはしょうせつよりきなり,現実は想像以上に奇妙なことがある。,今回の顛末は事実は小説より奇なりだ。,ことわざ,3
背水の陣を敷く,はいすいのじんをしく,退路を断って決死の覚悟で臨む。,背水の陣を敷いて新規事業に挑む。,ことわざ,12
腹が減っては戦はできぬ,はらがへってはいくさはできぬ,まずは体力を整えよという教え。,腹が減っては戦はできぬ、昼食をしっかり取ろう。,ことわざ,8
微に入り細を穿つ,びにいりさいをうがつ,細部まで念入りに調べたり作ったりする。,微に入り細を穿つレビューで品質が上がった。,ことわざ,1
本末転倒,ほんまつてんとう,重要なことと些末なことの順序を取り違える。,KPIより手段にこだわるのは本末転倒だ。,ことわざ,3
山高きが故に貴からず,やまたかきがゆえにとうとからず,外見の立派さだけでは価値は決まらない。,大企業だからといって安心できない。山高きが故に貴からず。,ことわざ,11
柳は緑花は紅,やなぎはみどりはなはくれない,物はそれぞれ本来の姿が美しい。,役割は柳は緑花は紅、適材適所がよい。,ことわざ,11
論より証拠,ろんよりしょうこ,議論よりも事実の証拠が重要。,性能は論より証拠、実測値を示した。,ことわざ,3
若い時の苦労は買ってでもせよ,わかいときのくろうはかってでもせよ,若い時の苦労は将来の役に立つ。,海外赴任に手を挙げた。若い時の苦労は買ってでもせよだ。,ことわざ,14
笑いは百薬の長,わらいはひゃくやくのちょう,笑うことは健康に良いというたとえ。,朝会で雑談を入れる。笑いは百薬の長だ。,ことわざ,8
渡る世間に鬼はなし,わたるせけんにおにはなし,世の中には情け深い人も多いという意。,困っていたら助けてくれた。渡る世間に鬼はなしだ。,ことわざ,2
藁で蛇を縛る,わらでへびをしばる,かえって危険を招くやり方をするたとえ。,不完全な対策は藁で蛇を縛るようなものだ。,ことわざ,10
割れ鍋に綴じ蓋,われなべにとじぶた,似た者同士が釣り合うことのたとえ。,二人は割れ鍋に綴じ蓋のように相性がいい。,ことわざ,9
雨晴れて月清し,あめはれてつききよし,困難が去って気分が晴れやかなさま。,難題を乗り越え、雨晴れて月清しの心境だ。,ことわざ,6
案外は常なり,あんがいはつねなり,物事は思い通りにならないことが多い。,予測外のことが起きる。案外は常なりだ。,ことわざ,5
石の上でも三年,いしのうえでもさんねん,辛抱強く続ければ道は開ける。,下積みも石の上でも三年だ。,ことわざ,14
帯同して学ぶ,たいどうしてまなぶ,経験者に同行して知見を得るという意。,帯同して学ぶため、先輩の商談に同席した。,ことわざ,13
石に立つ矢,いしにたつや,強い決意と努力があれば、不可能と思えることでも成し遂げられるというたとえ。,新人時代は石に立つ矢の覚悟で営業先を回った。,ことわざ,12
流れる水は腐らず,ながれるみずはくさらず,常に活動している人は停滞せずに健全でいられる。,定年後もボランティアに精を出すのは、流れる水は腐らずという思いからだ。,ことわざ,1
千里の行も足下より始まる,せんりのこうもそっかよりはじまる,どんな大事業も身近な第一歩から始まる。,起業の準備は、千里の行も足下より始まるで今日の一通のメールからだ。,ことわざ,1
鴨が葱を背負って来る,かもがねぎをしょってくる,都合のよい条件を備えた相手が自らやって来る。,新規案件に予算も人員も付いて、まさに鴨が葱を背負って来た。,ことわざ,4
怪我の功名,けがのこうみょう,失敗や偶然がかえって好結果を生む。,資料の誤送信がきっかけで新しい取引先と繋がったのは怪我の功名だ。,ことわざ,4
猿も木から落ちる,さるもきからおちる,名人でも失敗することがある。,熟練の職人でもミスはある。猿も木から落ちるだね。,ことわざ,4
吐いた唾は呑めぬ,はいたつばはのめぬ,一度口にしたことは取り消せない。,強い言葉は慎むべきだ。吐いた唾は呑めぬ。,ことわざ,10
走れば躓く,はしればつまずく,性急に事を運べば失敗しやすい。,拙速な仕様変更で不具合続出、走れば躓くだ。,ことわざ,4
始めが大事,はじめがだいじ,物事は最初の取りかかりが重要である。,オンボーディングに時間を割くのは始めが大事だからだ。,ことわざ,5
暑さ寒さも彼岸まで,あつささむさもひがんまで,厳しい暑さ寒さもやがて峠を越える。,暑さ寒さも彼岸まで、もう少しの辛抱だ。,ことわざ,6
月夜に提灯,つきよにちょうちん,すでに足りているところに不要な助けをする。,明るい部屋で懐中電灯を配るのは月夜に提灯だ。,ことわざ,4
釈迦に説法,しゃかにせっぽう,その道の達人に初歩的なことを説く愚。,研究者に基礎理論を解説しても釈迦に説法だ。,ことわざ,3
目から鼻へ抜ける,めからはなへぬける,非常に賢く抜け目がない。,商機を逃さない彼は目から鼻へ抜けるタイプだ。,ことわざ,3
捨てる神あれば拾う神あり,すてるかみあればひろうかみあり,見捨てる人もいれば助けてくれる人もいる。,前職で評価されなくても、捨てる神あれば拾う神ありだった。,ことわざ,2
人は盗人火は消亡,ひとはぬすびとひはしょうもう,何事も用心するに越したことはないという戒め。,保安面は人は盗人火は消亡の精神で厳重に。,ことわざ,10
医者寒からず儒者寒し,いしゃさむからずじゅしゃさむし,医者は裕福だが学者は貧乏であるというたとえ。,研究一本は厳しい。医者寒からず儒者寒しだ。,ことわざ,7
馬痩せて毛長し,うまやせてけながし,貧すると知恵も鈍るというたとえ。,忙しすぎて判断が鈍るのは馬痩せて毛長しだ。,ことわざ,7
金は天下の回り持ち,かねはてんかのまわりもち,金銭は世の中を巡るものだという励まし。,売上が落ちても、金は天下の回り持ちと信じて耐える。,ことわざ,7
金は湧き物,かねはわきもの,金は思いがけないところから入ってくることもある。,臨時収入があって助かった。金は湧き物だ。,ことわざ,7
命の洗濯,いのちのせんたく,たまった疲れを晴らし心身をのびのびさせる。,温泉で命の洗濯をして英気を養った。,ことわざ,8
今の情けは後の仇,いまのなさけはのちのあだ,安易な同情はかえって相手のためにならず害になることがある。,基準を下げると皆が困る。今の情けは後の仇だ。,ことわざ,10
居仏が立ち仏を使う,いぼとけがたちぼとけをつかう,座っている者が立っている者に用を言いつける。,自分は動かず部下にばかり依頼するのは居仏が立ち仏を使うだ。,ことわざ,2
生まれながらの長老なし,うまれながらのちょうろうなし,最初から完成された人格者はおらず、修養を経て成長する。,リーダーも経験を積んで育つ。生まれながらの長老なし。,ことわざ,15
人は病の器,ひとはやまいのうつわ,人は次々に病気にかかるものだというたとえ。,無理をしがちな自分に、人は病の器だと自戒する。,ことわざ,8
秋茄子は嫁に食わすな,あきなすはよめにくわすな,諸説あるが、体を冷やす秋茄子を嫁に控えさせよという言い回し。,妊婦の妻に秋茄子は嫁に食わすなと言われる所以を説明した。,ことわざ,8
芋の煮えたも御存じない,いものにえたもごぞんじない,ごく初歩的なことも知らない。,基本操作すら手間取るとは、芋の煮えたも御存じない。,ことわざ,3
嘘から出た実,うそからでたまこと,冗談や嘘が現実になることがある。,軽口で言った企画が採用、嘘から出た実になった。,ことわざ,4
落花流水,らっかりゅうすい,愛情が相手にも通じて、思いが相和するたとえ。,互いに好意を持っていたらしく、落花流水の成就となった。,ことわざ,9
帯に短し襷に長し,おびにみじかしたすきにながし,中途半端で役に立たない。,このサイズは帯に短し襷に長しで使いにくい。,ことわざ,4
同病相憐れむ,どうびょうあいあわれむ,同じ苦しみを持つ者同士は互いに同情し合う。,受験生同士、同病相憐れむ気持ちが分かる。,ことわざ,2
犬も食わぬ,いぬもくわぬ,下らない争いや色恋のもつれを軽蔑していう。,夫婦喧嘩なんて犬も食わぬ話だ。,ことわざ,2
遠くて近きは男女の仲,とおくてちかきはだんじょのなか,男女の仲は意外に結ばれやすい。,偶然の出会いが縁に。遠くて近きは男女の仲だ。,ことわざ,9
過ぎたるは猶及ばざるが如し,すぎたるはなおおよばざるがごとし,やり過ぎは不足と同様によくない。,機能を盛り込み過ぎた。過ぎたるは猶及ばざるが如し。,ことわざ,10
可もなく不可もなし,かもなくふかもなし,並みである、特筆すべき長短がない。,今回の成績は可もなく不可もなしといったところ。,ことわざ,4
釣った魚に餌はやらぬ,つったさかなにえさはやらぬ,得たものにはその後手をかけない。,契約後のフォローを怠るのは釣った魚に餌はやらぬだ。,ことわざ,2
出藍の誉れ,しゅつらんのほまれ,弟子が師より優れること。,若手が師匠を超えたのは出藍の誉れだ。,ことわざ,15
青菜に塩,あおなにしお,急に元気がなくなるさま。,不採用の知らせに青菜に塩の顔になった。,ことわざ,8
雨後の月,うごのつき,苦難が去って心が晴れやかなさま。,納品が終わり、雨後の月のような清々しさだ。,ことわざ,6
雨垂れて地固まる,あまだれてじかたまる,小さな困難を経て物事が安定する。,議論を重ねた後に方針が固まった。雨垂れて地固まる。,ことわざ,6
蛙の面に水,かえるのつらにみず,何を言っても平気なさま。,注意されても蛙の面に水で響かない。,ことわざ,2
可愛い盛りは三つまで,かわいざかりはみっつまで,幼い頃が最もかわいらしいという意味。,子育ては今が一番大変で、可愛い盛りは三つまでだと感じる。,ことわざ,9
七転八倒,しちてんばっとう,激しく苦しみもがくさま。,納期直前は七転八倒の忙しさだった。,ことわざ,4
昇り坂下り坂まさか,のぼりざかくだりざかまさか,人生には予期せぬ事態があるという戒め。,好調でも油断は禁物、昇り坂下り坂まさかだ。,ことわざ,15
嘘から出たまこと,うそからでたまこと,冗談や作り話がいつの間にか現実になること。,軽口の企画が採用、嘘から出たまことになった。,ことわざ,10
雨後の竹の子,うごのたけのこ,同じような物事が次々と現れるたとえ。,新サービスが雨後の竹の子のように登場している。,ことわざ,6
餓鬼に説法,がきにせっぽう,分からない相手に道理を説いても無駄だというたとえ。,専門理論は彼には餓鬼に説法だ。,ことわざ,3
河童の屁,かっぱのへ,何でもないこと、容易なことのたとえ。,この修正は河童の屁だ。,ことわざ,1
借りてきた猫,かりてきたねこ,普段は騒がしい人が大人しくしているさま。,面接では借りてきた猫のように静かだった。,ことわざ,2
亀の甲より年の功,かめのこうよりとしのこう,経験は知識に勝るというたとえ。,判断は亀の甲より年の功だ。,ことわざ,3
木で鼻をくくる,きではなをくくる,無愛想で冷たい態度をとる。,木で鼻をくくった返事にがっかりした。,ことわざ,2
君子危うきに近寄らず,くんしあやうきにちかよらず,賢い人は危険に近づかない。,怪しい儲け話には君子危うきに近寄らずだ。,ことわざ,10
鶏口となるも牛後となるなかれ,けいこうとなるもうしごとなるなかれ,大きな組織の末端にいるより小集団の長になれ。,ベンチャーに転じた。鶏口となるも牛後となるなかれだ。,ことわざ,11
転ばぬ先の杖は折れず,ころばぬさきのつえはおれず,事前の用心をしておけば大事に至らない。,バックアップは転ばぬ先の杖は折れずだ。,ことわざ,5
去る者は日々に疎し,さるものはひびにうとし,去ってしまった人は次第に忘れられる。,転校して去る者は日々に疎しを実感した。,ことわざ,9
触らぬ神に祟りなし,さわらぬかみにたたりなし,面倒なことに関わらなければ災いを招かない。,噂話には触らぬ神に祟りなしだ。,ことわざ,10
地獄で仏に会う,じごくでほとけにあう,非常に困っているときに思わぬ助けにあう。,渋滞でタクシーに乗れたのは地獄で仏に会った気分だ。,ことわざ,5
尻馬に乗る,しりうまにのる,他人に安易に同調して動く。,流行に尻馬に乗るのはやめよう。,ことわざ,2
尻に火がつく,しりにひがつく,差し迫って慌てるさま。,締切前で尻に火がついた。,ことわざ,5
袖振り合うも他生の縁,そでふりあうもたしょうのえん,小さな出会いにも縁がある。,隣席になったのも袖振り合うも他生の縁だ。,ことわざ,10
大山鳴動して鼠一匹,たいざんめいどうしてねずみいっぴき,大騒ぎした割に結果が小さいこと。,大山鳴動して鼠一匹のリリースになった。,ことわざ,4
多勢に無勢,たぜいにぶぜい,人数の多い側に少ない側が敵わないこと。,交渉は多勢に無勢で劣勢だった。,ことわざ,12
月夜に釜を抜かれる,つきよにかまをぬかれる,油断して大切なものを盗まれる。,認証を怠ると月夜に釜を抜かれるぞ。,ことわざ,10
手の内を明かす,てのうちをあかす,隠していた計画や考えを示す。,交渉で手の内を明かし過ぎるな。,ことわざ,12
天は二物を与えず,てんはにぶつをあたえず,人はすべての長所を兼ね備えない。,運動神経と学力、天は二物を与えずだ。,ことわざ,15
どんぐりの背比べ,どんぐりのせいくらべ,どれも似たり寄ったりで優劣がつかない。,出品作はどんぐりの背比べだ。,ことわざ,11
鳶が鷹を生む,とびがたかをうむ,平凡な親からすぐれた子が生まれるたとえ。,鳶が鷹を生むとはこのことだ。,ことわざ,9
泥棒を捕らえて縄を綯う,どろぼうをとらえてなわをなう,事後に慌てて準備する愚をいう。,不正後に制度設計、泥棒を捕らえて縄を綯うだ。,ことわざ,10
泣く子と地頭には勝てない,なくことじとうにはかてない,どうにもならない相手には敵わないということ。,規制には泣く子と地頭には勝てない。,ことわざ,4
中途半端は怪我のもと,ちゅうとはんぱはけがのもと,物事を半端にすると危険。,点検は徹底しよう。中途半端は怪我のもとだ。,ことわざ,8
鶏が先か卵が先か,にわとりがさきかたまごがさきか,原因と結果がはっきりしない議論。,需要か供給か、鶏が先か卵が先かだ。,ことわざ,3
猫の首に鈴を付ける,ねこのくびにすずをつける,言うのは簡単でも実行は困難な計画。,抜本改革は猫の首に鈴を付けるようなものだ。,ことわざ,12
暖簾に腕押し,のれんにうでおし,手応えがないたとえ。,説得しても暖簾に腕押しだ。,ことわざ,2
喉から手が出るほど欲しい,のどからてがでるほどほしい,非常に欲しがるさま。,このスキルは喉から手が出るほど欲しい。,ことわざ,7
白羽の矢が立つ,しらはのやがたつ,多くの中から選ばれる。,新規プロジェクトに白羽の矢が立った。,ことわざ,12
仏の顔も三度まで,ほとけのかおもさんどまで,寛大な人にも我慢の限度がある。,遅刻三回で注意、仏の顔も三度までだ。,ことわざ,10
柳の下にいつも泥鰌はおらぬ,やなぎのしたにいつもどじょうはおらぬ,同じ手でいつも成功するわけではない。,前回の手法は通じない。柳の下にいつも泥鰌はおらぬ。,ことわざ,4
弥次喜多道中,やじきたどうちゅう,道連れ同士がにぎやかに旅をするたとえ。,卒業旅行は弥次喜多道中だった。,ことわざ,9
寄らば大樹の陰,よらばたいじゅのかげ,頼るなら勢力のある者に。,取引先は寄らば大樹の陰だ。,ことわざ,2
笑う門には福来る,わらうかどにはふくきたる,明るい家庭には幸運が訪れる。,笑顔を心がけよう。笑う門には福来る。,ことわざ,10
割り箸にも節,わりばしにもふし,つまらないものにも取り柄がある。,新人にも割り箸にも節の長所がある。,ことわざ,11
一を聞いて十を知る,いちをきいてじゅうをしる,理解が早いことのたとえ。,彼は一を聞いて十を知るタイプだ。,ことわざ,3
犬の遠吠え,いぬのとおぼえ,陰で威勢よく言うだけで実行しない。,匿名の批判は犬の遠吠えだ。,ことわざ,2
犬も食わない,いぬもくわない,誰も関わりたくないいさかい。,夫婦げんかは犬も食わない。,ことわざ,2
